Source,Target
Fruits,Major
Fruits,Minor
Fruits,Major
Vegetables,Major
Vegetables,Major
Vegetables,Major
Vegetables,Minor
Vegetables,Major
Vegetables,Major
Vegetables,Minor
Vegetables,Major
Vegetables,Major
Vegetables,Major
Vegetables,Major
Vegetables,Minor
Vegetables,Major
Vegetables,Major
Vegetables,Major
Vegetables,Major
Vegetables,Minor
Vegetables,Major
Vegetables,Major
Herbs,Minor
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Minor
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Herbs,Major
Spices And Medicines,Major
Spices And Medicines,Minor
Spices And Medicines,Minor
Spices And Medicines,Major
Spices And Medicines,Minor
Spices And Medicines,Minor
Spices And Medicines,Minor
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Minor
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Minor
Spices And Medicines,Minor
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Minor
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Major
Spices And Medicines,Major
Grain,Major
Grain,Major
Grain,Major
Grain,Major
Grain,Minor
Grain,Major
Grain,Major
Grain,Major
Grain,Major
Grain,Minor
Grain,Major
Grain,Minor
Grain,Major
Grain,Major
Grain,Major
Grain,Minor
Grain,Major
Grain,Minor
Grain,Minor
Grain,Minor
Grain,Minor
Grain,Minor
Grain,Major
Grain,Minor
Grain,Major
Grain,Minor
Grain,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Major
Birds,Minor
Birds,Minor
Birds,Major
Birds,Minor
Birds,Major
Birds,Minor
Birds,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Major
Animals,Minor
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Major
Animals,Major
Animals,Major
Animals,Major
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Animals,Minor
Fish,Minor
Fish,Minor
Fish,Major
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Major
Fish,Minor
Fish,Minor
Fish,Major
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Major
Fish,Minor
Fish,Major
Fish,Major
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Minor
Fish,Major
Fish,Minor
Fish,Minor
Fish,Major
Fish,Minor
Fish,Minor
Fish,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Major
Reptiles,Minor
Reptiles,Minor
Reptiles,Minor
Insects,Major
Insects,Major
Insects,Major
Insects,Minor
Insects,Major
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Major
Insects,Minor
Insects,Minor
Insects,Major
Insects,Major
Insects,Major
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Major
Insects,Major
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Minor
Insects,Major
Insects,Minor
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Minor
Insects,Major
Insects,Major
Insects,Minor
Insects,Minor
Insects,Minor
