Source,Target
Perdita,Female
Perdita,Female
Lafeu,Male
AWTEW_Clown,Male
Edgar,Male
Perdita,Female
Ophelia,Female
Perdita,Female
Ophelia,Female
Nurse,Female
Friar,Male
Edgar,Male
Ophelia,Female
Iago,Male
Oberon,Supernatural
Anne,Female
Dumain,Male
TWT_Clown,Male
Longaville,Male
TWT_Costard,Male
TWT_Clown,Male
TWT_Clown,Male
TWT_Clown,Male
Ford,Male
Sir Andrew,Male
Mustard,Male
Bottom,Male
Touchstone,Male
Rosalind,Female
Rosalind,Female
Touchstone,Male
Macbeth,Male
Iago,Male
Cleopatra,Female
Ghost,Supernatural
Othello,Male
Poet,Male
Hamlet,Male
Iago,Male
Gonzalo,Male
MFM_Duke,Male
Menenius,Male
Marcius,Male
First Citizen,Male
C_Brutus,Male
Coriolanus,Male
Pericles,Male
Macbeth,Male
Iris,Supernatural
Helena,Female
Pompey,Male
Pandarus,Male
Hamlet,Male
Edgar,Male
Iris,Supernatural
Bottom,Male
Grumio,Male
Officer,Male
Iris,Supernatural
Iris,Supernatural
Iris,Supernatural
Bottom,Male
Biron,Male
Sir Toby,Male
Third Servant,Male
Clown,Male
Enobarbus,Male
Iris,Supernatural
Dromio,Male
Thersites,Male
Dromio,Male
Benedict,Male
Rosalind,Female
Salarino,Male
Lorenzo,Male
Cassius,Male
Enobarbus,Male
Coriolanus,Male
Poet,Male
Nurse,Female
Cleon,Male
Soothsayer,Male
Lear,Male
Petrucio,Male
Isabella,Female
Pandarus,Male
Old Man,Male
Page,Male
Lord,Male
Hero,Female
Viola,Female
Petrucio,Male
Hortensio,Male
Othello,Male
Rosencrantz,Male
Mrs Page,Female
Mrs Ford,Female
Sir Toby,Male
Imogen,Female
Ariel,Supernatural
Ajax,Male
Ophelia,Female
Arvigarus,Male
Lady Macbeth,Female
Puck,Supernatural
Edgar,Male
AMND_Demetrius,Male
Paulina,Female
Troilus,Male
Second Captain,Male
Coriolanus,Male
Macbeth,Male
Caliban,Male
Juliet,Female
Iachimo,Male
Othello,Male
Lady Macbeth,Female
Macbeth,Male
Antigonus,Male
AC_Antony,Male
Coriolanus,Male
Macbeth,Male
Pandarus,Male
Iago,Male
Third Servant,Male
Caliban,Male
Mrs. Ford,Female
Petruchio,Male
TWT_Clown,Male
Shepherd,Male
Beatrice,Female
Thersites,Male
MAAN_Claudio,Male
Fabian,Male
Clown (Feste),Male
Grumio,Male
AWTEW_First Lord,Male
Biron,Male
Polonius,Male
Laertes,Male
Celia,Female
Salarino,Male
Bottom,Male
Old Gobbo,Male
Petruchio,Male
Paris,Male
Romeo,Male
Valentine,Male
Valentine,Male
Bottom,Male
Portia,Female
Lord,Male
Petruchio,Male
Juliet,Female
Edgar,Male
Helena,Female
Portia,Female
Autolycus,Male
Romeo,Male
Juliet,Female
Edgar,Male
Musicians (Song),Group
Speed,Male
Arviragus,Male
Bottom,Male
Autolycus,Male
Portia,Female
Bottom,Male
Pistol,Male
Bottom,Male
Lorenzo,Male
Portia,Female
Pompey,Male
Adriana,Female
Hero,Female
Horatio,Male
Bottom,Male
Perdita,Female
Scarus,Male
Second Lord,Male
Titus,Male
Banquo,Male
Fool,Male
Ceres,Supernatural
Iris,Supernatural
Lucio,Male
Adam,Male
Hamlet,Male
Thersites,Male
Pandarus,Male
Duncan,Male
Bottom,Male
Sir Toby,Male
Dionyza,Female
Lady Macduff,Female
Celia,Female
Portia,Female
AC_Antony,Male
Emilia,Female
Benvolio,Male
Imogen,Female
Aaron,Male
Aufidius,Male
Hamlet,Male
Laertes,Male
Senator,Male
Caliban,Male
Scarus,Male
Bottom,Male
TN_Clown,Male
Puck,Supernatural
Jaques,Male
Launce,Male
Slender,Male
Biron,Male
Mercutio,Male
Romeo,Male
Mercutio,Male
Mercutio,Male
Romeo,Male
Mercutio,Male
Romeo,Male
Coriolanus,Male
Stephano,Male
Trinculo,Male
Stephano,Male
Gower,Male
Fabian,Male
Ariel,Male (spirit)
Speed,Male
Oberon,Male
Jaques,Male
Katharine,Female
Katharine,Female
Horatio,Male
Marcellus,Male
Porter,Male
Volumnia,Female
Prospero,Male
Pandarus,Male
Cressida,Female
All Servants,Group
Fool,Male
Posthumus,Male
Macduff,Male
Dromio E.,Male
Dromio S. (within),Male
Antipholus E.,Male
Dromio E.,Male
Isabella,Female
Iachimo,Male
Marcus,Male
Puck,Male
Benedick,Male
Orlando,Male
Portia,Female
Dion,Male
Grumio,Male
Calphurnia,Female
AC_Antony,Male
Thersites,Male
Marcius (Coriolanus),Male
Second Servant,Male
Hamlet,Male
Mercutio,Male
Fool,Male
Lear,Male
Lear,Male
Macbeth,Male
Ariel,Supernatural
Launce,Male
Launce,Male
Launce,Male
Proteus,Male
Launce,Male
Proteus,Male
Launce,Male
Proteus,Male
Launce,Male
Slender,Male
Slender,Male
Theseus,Male
Hippolyta,Female
Theseus,Male
Beatrice,Female
Benedick (aside),Male
Clown,Male
Fabian,Male
Celia,Female
Rosalind,Female
Gratiano,Male
Lord,Male
First Huntsman,Male
Lord,Male
JC_Brutus,Male
JC_Brutus,Male
Nestor,Male
Thersites,Male
Othello,Male
Marcius,Male
Third Servant,Male
Timon,Male
Fool,Male
Lear,Male
Edgar,Male
Lear,Male
Gloster,Male
Lear,Male
Cornelia,Female
Cornelius,Male
Cornelius,Male
First Murderer,Male
Adriana,Female
Bottom,Male
Titania,Female
Conrade,Male
Dogberry,Male
Katharine,Female
JC_Antony,Male
Iago,Male
Menenius,Male
Second Lord,Male
Timon,Male
Polonius,Male
Cloten,Male
Parolles,Male
Soldier,Male
C_Brutus,Male
Sebastian,Male
Gonzalo,Male
Don Pedro,Male
Benedick,Male
MAAN_Claudio,Male
Ford,Male
Touchstone,Male
Thersites,Male
Beatrice,Female
Touchstone,Male
Scarus,Male
Leontes,Male
Holofernes,Male
Hamlet,Male
Florizel,Male
Iris,Supernatural
Speed,Male
Proteus,Male
Speed,Male
Proteus,Male
Speed,Male
Benedict,Male
Armado,Male
Moth,Male
Shepherd,Male
Thersites,Male
Julia,Female
Messenger,Male
TN_Duke,Male
Gremio,Male
Falstaff,Male
Touchstone,Male
Shylock,Male
Arviragus,Male
Aaron,Male
Dromio E.,Male
Shylock,Male
Mercutio,Male
Aaron,Male
Launcelot,Male
Edgar,Male
Petruchio,Male
Falstaff,Male
AYLI_First Lord,Male
AC_Caesar,Male
Lavinia,Female
Touchstone,Male
Mrs. Ford,Female
Holofernes,Male
AYLI_Duke ,Male
Second Lord,Male
JC_Antony,Male
Cloten,Male
Rosse,Male
Pandarus,Male
TA_Demetrius,Male
Orlando,Male
Posthu,Male
Princess,Female
First Servant,Male
Ford,Male
Pompey,Male
Lysander,Male
AMND_Demetrius,Male
Theseus,Male
Moth,Male
Cressida,Female
Marcius,Male
Timon,Male
Fool,Male
Cressida,Female
Aufidius,Male
Soldier,Male
Moth,Male
Biondello,Male
Orlando,Male
Rosalind,Female
Third Servant,Male
Titania,Female
Mercutio,Male
Caliban,Male
Autolycus,Male
Hamlet,Male
Pericles,Male
Jaques,Male
Hamlet,Male
Polonius,Male
Pisanio,Male
JC_Brutus,Male
Caliban,Male
First Fairy,Supernatural
Second Witch,Supernatural
TT_Antonio,Male
Claud,Male
Touchstone,Male
Thersites,Male
Iago,Male
Marcius,Male
Hamlet,Male
Benvolio,Male
Mercutio,Male
Gower,Male
Edgar,Male
Lady M,Female
First Witch,Supernatural
Shylock,Male
Prospero,Male
Shallow,Male
MFM_Claudio,Male
Rosalind,Male
Shylock,Male
Menenius,Male
Marcius,Male
H_Queen,Female
Mercutio,Male
Tybalt,Male
Kent,Male
Cornelius,Male
First Witch,Supernatural
Lucio,Male
Lion,Male
Puck,Male
Francisco,Male
Bernardo,Male
Mercutio,Male
Romeo,Male
Edgar,Male
Edgar,Male
Decius,Male
Alexander,Male
Cressida,Male
Alexander,Male
Ulysses,Male
Cressida,Female
C_Brutus,Male
Hamlet,Male
Polonius,Male
TT_Antonio,Male
MFM_Duke,Male
Quince,Male
Holofernes,Male
Holofernes,Male
Biron,Male
Biron,Male
Prince Morocco,Male
Jessica,Female
Petrucio,Male
Casca,Male
Enobarbus,Male
Patrodus,Male
Hamlet,Male
Gent,Male
Posthumus,Male
Lavinia,Male
Oliver,Male
Calphurnia,Female
Proteus,Male
Helena,Female
Nestor,Male
Troilus,Male
Menenius,Male
Timon,Male
Romeo,Male
Albany,Male
Lavinia,Male
Prospero,Male
Oberon,Male
Boyet,Male
Timon,Male
Titus,Male
Marcus,Male
Aaron,Male
Rosalind,Female
Macbeth,Male
Sebastian,Male
Decius,Male
Timon,Male
Dromio S.,Male
Slender,Male
Slender,Male
Oberon,Male
MAAN_Claudio,Male
Prince of Morocco,Male
TWT_Clown,Male
TWT_Clown,Male
AC_Antony,Male
Alexander,Male
Othello,Male
C_Brutus,Male
Menenius,Male
Timon,Male
Juliet,Female
Fool,Male
Don Pedro,Male
Gratiano,Male
Antigonus,Male
Cassius,Male
Ulysses,Male
Menenhis,Male
Lear,Male
Fool,Male
Arviragus,Male
Macbeth,Male
Ajax,Male
Ghost,Supernatural
Oberon,Male
Rosalind,Female
Tubal,Male
Shylock,Male
Fool,Male
Jachimo,Female
Caliban,Male
Isabel,Female
Beatrice,Female
Claud,Male
Claud,Male
Jaques,Male
Rosalind,Female
JC_Antony,Male
Marcius,Male
Hamlet,Male
Hamlet,Male
Falstaff,Male
Iago,Male
2nd Witch,Supernatural
Caliban,Male
Quickly,Male
AWTEW_Clown,Male
Thersites,Male
3rd Fisher,Male
Maria,Female
Iago,Male
Caius,Male
Sir Toby,Male
Thersitcs,Male
Mercutio,Male
TN_Clown,Male
Gregory,Male
Trinculo,Male
Moth,Male
Armado,Male
Moth,Male
Patrucio,Male
Fool,Male
Gratiano,Male
AWTEW_Clown,Male
Pistol,Male
Benedick,Male
Touchstone,Male
Alexas,Male
Fool,Male
Hamlet,Male
Holofernes,Male
Prospero,Male
Falstaff,Male
Petrucio,Male
Gower,Male
Caliban,Male
Biron,Male
Nestor,Male
Hamlet,Male
Polonius,Male
1st Fisher,Male
Pericles,Male
3rd Witch,Supernatural
3rd Fisher,Male
Coriolanus,Male
Lepidus,Male
AC_Antony,Male
Lepidus,Male
AC_Antony,Male
Othello,Male
Hamlet,Male
Prospero,Male
Romeo,Male
Romeo,Male
Speed,Male
Valentine,Male
Speed,Male
Hamlet,Male
King,Male
Second Witch,Supernatural
Arid,Male
Titania,Female
Macbeth,Male
Second Witch,Supernatural
Caliban,Male
AYLI_Duke ,Male
Othello,Male
Nurse,Female
Juliet,Female
Guiderius,Male
First Witch,Supernatural
Hamlet,Male
Edgar,Male
Second Witch,Supernatural
Lysander,Male
MAAN_Antonio,Male
Countess,Male
JC_Brutus,Male
Cleopatra,Female
Cleopatra,Female
Thersites,Male
Emilia,Female
Aufidius,Male
Ghost,Supernatural
Lear,Male
Lady Macbeth,Female
Caliban,Male
Hermia,Female
JC_Brutus,Male
Hector,Male
Hamlet,Male
Edmund,Male
Second Witch,Supernatural
Oberon,Male
First Fairy,Supernatural
Rosalind,Female
Oliver,Male
Cleopatra,Male
Macbeth,Male
Second Witch,Supernatural
Cornelius,Male
Macbeth,Male
Pandarus,Male
Lodovico,Male
Timon,Male
First Fairy,Supernatural
Rosalind,Supernatural
Katharine,Female
Othello,Male
Hamlet,Male
King,Male
Hamlet,Male
King,Male
Hamlet,Male
Romeo,Male
Lear,Male
Pisanio,Male
Macbeth,Male
Cleopatra,Female
AC_Clown,Male
Cleopatra,Female
First Guard,Male
Othello,Male
Luciana,Male
First Fairy,Supernatural
Luciana,Female
First Fairy,Supernatural
Biron,Male
Jaques,Male
Rosalind,Female
Orlando,Male
Rosalind,Female
Orlando,Male
Rosalind,Female
Nestor,Male
Fool,Male
Lear,Male
Fool,Male
Luciana,Female
Mercutio,Male
Prospero,Male
Ariel,Supernatural
Cassius,Male
3rd Fisher,Female
Imogen,Female
Titania,Female
Bottom,Male
Armado,Male
Lafeu,Male
Pandarus,Male
Luciana,Male
Shylock,Male
Gower,Male
Autolycus,Male
Petrucio,Male
Katharine,Female
Petrucio,Male
Fool,Male
Titania,Female
Achilles,Male
Valeria,Male
Cominius,Male
Menenius,Male
Lear,Male
Portia,Female
Desdemona,Male
Valeria,Male
Mercutio,Male
Evans,Male
Titania,Female
Ghost,Supernatural
Pericles,Male
MFM_Duke,Male
1st Fairy,Supernatural
Bassanio,Male
Leontes,Male
Thersites,Male
Mercutio,Male
Ant. S.,Male
Biron,Male
Bassanio,Male
Cleopatra,Female
Mercutio,Male
Simonides,Male
Imogen,Female
Mamilius,Male
Petiucio,Male
Mercutio,Male
Gower,Male
Jachimo,Male
Lady Macbeth,Female
Isabel,Male
1st Fairy,Supernatural
Edgar,Male
Belarius,Male
Macbeth,Male
Rosalind,Female
Autolycus,Male
Iago,Male
Cominius,Male
Marina,Female
Flavius,Male
Arviragus,Male
Titus,Male
Marcius,Male
Titus,Male
Maixus,Male
Titus,Male
Lady Macduff,Female
Son,Male
Lady Macduff,Female
Mrs Ford,Female
Petrucio,Male
Mrs. Ford,Male
Valentine,Male
Titania,Female
Lysimachus,Male
Merciitio,Male
Mercutio,Male
