Source,Target
Cat,Minor
Cat,Minor
Cat,Minor
Cat,Major
Rat,Major
Rat,Minor
Rat,Major
Rat,Major
Rat,Major
Rat,Major
Rat,Minor
Rat,Minor
Rat,Minor
Rat,Minor
Rat,Minor
Rat,Minor
Rat,Minor
Mouse,Minor
Mouse,Minor
Mouse,Major
Mouse,Minor
Mouse,Minor
Mouse,Minor
Mouse,Major
Mouse,Minor
Mouse,Minor
Elephant,Minor
Elephant,Minor
Elephant,Major
Elephant,Minor
Elephant,Major
Camel,Major
Camel,Major
Camel,Major
Camel,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Major
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Minor
Lion,Major
Lion,Minor
Lion,Major
Lion,Minor
Lioness,Minor
Lioness,Minor
Tiger,Major
Tiger,Major
Tiger,Minor
Tiger,Major
Tiger,Major
Tiger,Major
Tiger,Major
Tiger,Minor
Tiger,Minor
"Leopard, Libbard, Pard",Major
"Leopard, Libbard, Pard",Major
"Leopard, Libbard, Pard",Minor
"Leopard, Libbard, Pard",Major
Panther,Major
Panther,Minor
Panther,Minor
Hyena,Major
Rhinoceros,Major
Unicorn,Minor
Unicorn,Minor
Unicorn,Major
Bear,Major
Bear,Minor
Bear,Minor
Bear,Major
Bear,Major
Bear,Minor
Bear,Minor
Bear,Minor
Bear,Major
Bear,Minor
Bear,Major
Bear,Major
Bear,Major
Bear,Major
Bear,Major
Bear,Minor
Wolf,Major
Wolf,Major
Wolf,Minor
Wolf,Major
Wolf,Major
Wolf,Minor
Wolf,Major
Wolf,Minor
Wolf,Minor
Wolf,Major
Porcupine,Minor
Porcupine,Minor
Monkey,Major
Monkey,Major
Monkey,Minor
Monkey,Major
Monkey,Minor
Monkey,Minor
Ape,Minor
Ape,Minor
Ape,Major
Ape,Minor
Ape,Minor
Ape,Major
Ape,Major
Ape,Major
Ape,Minor
Ape,Major
Ape,Major
Baboon,Major
Baboon,Major
Baboon,Minor
Marmozet,Minor
"Polecat, Muskcat, Fitchew",Minor
"Polecat, Muskcat, Fitchew",Minor
"Polecat, Muskcat, Fitchew",Minor
Fish,Minor
Trout,Minor
Cod,Major
Herring,Minor
Herring,Minor
Herring,Minor
Herring,Minor
Pilchard,Minor
Poor John,Minor
Poor John,Minor
Eel,Minor
Eel,Minor
Eel,Minor
Eel,Minor
Eel,Minor
Gudgeon,Major
Carp,Minor
Oyster,Minor
Oyster,Major
Oyster,Minor
Oyster,Minor
Oyster,Minor
Crab,Major
Shrimp,Minor
Mussel,Major
Mussel,Major
Cockle,Minor
Cockle,Minor
Barnacle,Minor
Whale,Minor
Whale,Minor
Whale,Major
Whale,Minor
Whale,Minor
Whale,Major
Shark,Minor
Porpus,Minor
Minnow,Major
Crocodile,Minor
Crocodile,Major
Crocodile,Minor
Crocodile,Major
Crocodile,Major
Crocodile,Major
Tortoise,Major
Tortoise,Major
Alligator,Major
Cameleon,Minor
Cameleon,Major
Cameleon,Minor
Cameleon,Major
Cameleon,Minor
Lizard,Minor
"Bat,Raremouse",Minor
"Bat,Raremouse",Major
"Bat,Raremouse",Major
"Bat,Raremouse",Minor
Toad,Minor
Toad,Minor
Toad,Major
Toad,Minor
Toad,Major
Toad,Minor
Toad,Minor
Paddock,Major
Frog,Minor
Frog,Minor
Serpent,Minor
Serpent,Minor
Serpent,Minor
Serpent,Major
Serpent,Major
Serpent,Major
Serpent,Minor
Serpent,Minor
Serpent,Major
Serpent,Minor
Serpent,Major
Serpent,Minor
Adder,Minor
Adder,Major
Adder,Major
Adder,Minor
Adder,Major
Adder,Minor
Adder,Minor
Snake,Major
Snake,Minor
Snake,Major
Snake,Minor
Snake,Major
Snake,Major
Snake,Minor
Scorpion,Minor
Scorpion,Major
Viper,Major
Viper,Minor
Newt,Major
Blind-Worm,Minor
Worm,Major
Worm,Minor
Worm,Major
Worm,Major
Worm,Minor
Worm,Major
Worm,Minor
Worm,Major
Worm,Major
Worm,Major
Worm,Minor
Worm,Major
Asp,Major
Asp,Minor
Asp,Major
Asp,Minor
Asp,Major
Snail,Minor
Snail,Minor
Snail,Minor
Snail,Minor
Snail,Minor
Snail,Major
Snail,Major
Snail,Major
Snail,Major
Snail,Major
Snail,Major
Snail,Minor
Snail,Minor
Snail,Major
Snail,Minor
Slug,Minor
Slug,Minor
Bee,Major
Bee,Major
Bee,Major
Bee,Minor
Bee,Major
Humble Bee,Major
Humble Bee,Minor
Humble Bee,Minor
Humble Bee,Minor
Humble Bee,Major
Drone,Minor
Drone,Major
Drone,Minor
Wasp,Minor
Wasp,Minor
Wasp,Minor
Wasp,Minor
Ant,Minor
Butterfly,Major
Butterfly,Major
Butterfly,Minor
Butterfly,Minor
Butterfly,Major
Butterfly,Major
Moth,Major
Moth,Major
Moth,Minor
Grasshopper,Minor
Glow-Worm,Minor
Glow-Worm,Major
Glow-Worm,Minor
Glow-Worm,Major
Spider,Minor
Spider,Minor
Spider,Minor
Spider,Major
Spider,Minor
Spider,Minor
Gnat,Minor
Gnat,Minor
Gnat,Minor
Gnat,Major
Gnat,Minor
Gnat,Minor
Gnat,Major
Cricket,Minor
Cricket,Minor
Cricket,Minor
Cricket,Minor
Cricket,Minor
Cricket,Minor
Beetle,Minor
Beetle,Minor
Beetle,Minor
Beetle,Major
Beetle,Major
Fly,Major
Fly,Minor
Fly,Major
Fly,Minor
Fly,Minor
Fly,Minor
Fly,Minor
Fly,Major
Fly,Minor
Fly,Major
Fly,Minor
Fly,Major
Fly,Minor
Fly,Minor
Fly,Minor
Flea,Minor
Flea,Minor
"Caterpillar, Canker",Minor
"Caterpillar, Canker",Major
"Caterpillar, Canker",Major
"Caterpillar, Canker",Minor
Grub,Minor
Grub,Minor
