Source,Target
Birds,Sparrow
Birds,Sparrow
Birds,Sparrow
Birds,Sparrow
Birds,Sparrow
Birds,Wren
Birds,Wren
Birds,Wren
Birds,Wren
Birds,Swan
Birds,Swan
Birds,Swan
Birds,Swan
Birds,Swan
Birds,Swan
Birds,Swan
Birds,Osprey
Birds,Handsaw (Heron)
Birds,Pelican
Birds,Gull
Birds,Scamel (Sea-mell)
Birds,Mallard
Birds,Wild-fowl
Birds,Wild-fowl
Birds,Wild Goose
Birds,Wild Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Goose
Birds,Gosling
Birds,Duck
Birds,Duck
Birds,Duck
Birds,Duck
Birds,Turkey
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Cock
Birds,Hen
Birds,Chicken
Birds,Chicken
Birds,Chicken
Birds,Chicken
Birds,Chicken
Birds,Chicken
Birds,Chicken
Birds,Fowl
Birds,Fowl
Birds,Fowl
Birds,Fowl
Birds,Fowl
Birds,Fowl
Birds,Fowl
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Horse
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Dog
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Ass
Animals,Mule
Animals,Mule
Animals,Mule
Animals,Mule
Animals,Bull
Animals,Bull
Animals,Bull
Animals,Bull
Animals,Bull
Animals,Ox
Animals,Ox
Animals,Ox
Animals,Cow
Animals,Cow
Animals,Cow
Animals,Heifer
Animals,Calf
Animals,Calf
Animals,Ram
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Sheep
Animals,Lamb
Animals,Lamb
Animals,Lamb
Animals,Lamb
Animals,Goat
Animals,Goat
Animals,Goat
Animals,Goat
Animals,Goat
Animals,Pig
Animals,Pig
Animals,Pig
Animals,Pig
Animals,Hog
Animals,Hog
Animals,Boar
Animals,Stag
Animals,Stag
Animals,Stag
Animals,Stag
Animals,Hind
Animals,Deer
Animals,Deer
Animals,Deer
Animals,Deer
Animals,Deer
Animals,Deer
Animals,Deer
Animals,Buck
Animals,Doe
Animals,Fawn
Animals,Hart
Animals,Roe
Animals,Roe
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Fox
Animals,Hare
Animals,Hare
Animals,Hare
Animals,Rabbit
Animals,Rabbit
Animals,Coney
Animals,Coney
Animals,Coney
Animals,Squirrel
Animals,Squirrel
Animals,Mole
Animals,Mole
Animals,Mole
Animals,Mole
Animals,Weasel
Animals,Weasel
Animals,Weasel
Animals,Weasel
Animals,Ferret
Animals,Hedgehog
Animals,Hedgehog
Animals,Hedgehog
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Cat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Rat
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Mouse
Animals,Elephant
Animals,Elephant
Animals,Elephant
Animals,Elephant
Animals,Elephant
Animals,Camel
Animals,Camel
Animals,Camel
Animals,Camel
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lion
Animals,Lioness
Animals,Lioness
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,Tiger
Animals,"Leopard, Libbard, Pard"
Animals,"Leopard, Libbard, Pard"
Animals,"Leopard, Libbard, Pard"
Animals,"Leopard, Libbard, Pard"
Animals,Panther
Animals,Panther
Animals,Panther
Animals,Hyena
Animals,Rhinoceros
Animals,Unicorn
Animals,Unicorn
Animals,Unicorn
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Bear
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Wolf
Animals,Porcupine
Animals,Porcupine
Animals,Monkey
Animals,Monkey
Animals,Monkey
Animals,Monkey
Animals,Monkey
Animals,Monkey
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Ape
Animals,Baboon
Animals,Baboon
Animals,Baboon
Animals,Marmozet
Animals,"Polecat, Muskcat, Fitchew"
Animals,"Polecat, Muskcat, Fitchew"
Animals,"Polecat, Muskcat, Fitchew"
Fish,Fish
Fish,Trout
Fish,Cod
Fish,Herring
Fish,Herring
Fish,Herring
Fish,Herring
Fish,Pilchard
Fish,Poor John
Fish,Poor John
Fish,Eel
Fish,Eel
Fish,Eel
Fish,Eel
Fish,Eel
Fish,Gudgeon
Fish,Carp
Fish,Oyster
Fish,Oyster
Fish,Oyster
Fish,Oyster
Fish,Oyster
Fish,Crab
Fish,Shrimp
Fish,Mussel
Fish,Mussel
Fish,Cockle
Fish,Cockle
Fish,Barnacle
Fish,Whale
Fish,Whale
Fish,Whale
Fish,Whale
Fish,Whale
Fish,Whale
Fish,Shark
Fish,Porpus
Fish,Minnow
Reptiles,Crocodile
Reptiles,Crocodile
Reptiles,Crocodile
Reptiles,Crocodile
Reptiles,Crocodile
Reptiles,Crocodile
Reptiles,Tortoise
Reptiles,Tortoise
Reptiles,Alligator
Reptiles,Cameleon
Reptiles,Cameleon
Reptiles,Cameleon
Reptiles,Cameleon
Reptiles,Cameleon
Reptiles,Lizard
Reptiles,"Bat,Raremouse"
Reptiles,"Bat,Raremouse"
Reptiles,"Bat,Raremouse"
Reptiles,"Bat,Raremouse"
Reptiles,Toad
Reptiles,Toad
Reptiles,Toad
Reptiles,Toad
Reptiles,Toad
Reptiles,Toad
Reptiles,Toad
Reptiles,Paddock
Reptiles,Frog
Reptiles,Frog
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Serpent
Reptiles,Adder
Reptiles,Adder
Reptiles,Adder
Reptiles,Adder
Reptiles,Adder
Reptiles,Adder
Reptiles,Adder
Reptiles,Snake
Reptiles,Snake
Reptiles,Snake
Reptiles,Snake
Reptiles,Snake
Reptiles,Snake
Reptiles,Snake
Reptiles,Scorpion
Reptiles,Scorpion
Reptiles,Viper
Reptiles,Viper
Reptiles,Newt
Reptiles,Blind-Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Worm
Reptiles,Asp
Reptiles,Asp
Reptiles,Asp
Reptiles,Asp
Reptiles,Asp
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Snail
Reptiles,Slug
Reptiles,Slug
Insects,Bee
Insects,Bee
Insects,Bee
Insects,Bee
Insects,Bee
Insects,Humble Bee
Insects,Humble Bee
Insects,Humble Bee
Insects,Humble Bee
Insects,Humble Bee
Insects,Drone
Insects,Drone
Insects,Drone
Insects,Wasp
Insects,Wasp
Insects,Wasp
Insects,Wasp
Insects,Ant
Insects,Butterfly
Insects,Butterfly
Insects,Butterfly
Insects,Butterfly
Insects,Butterfly
Insects,Butterfly
Insects,Moth
Insects,Moth
Insects,Moth
Insects,Grasshopper
Insects,Glow-Worm
Insects,Glow-Worm
Insects,Glow-Worm
Insects,Glow-Worm
Insects,Spider
Insects,Spider
Insects,Spider
Insects,Spider
Insects,Spider
Insects,Spider
Insects,Gnat
Insects,Gnat
Insects,Gnat
Insects,Gnat
Insects,Gnat
Insects,Gnat
Insects,Gnat
Insects,Cricket
Insects,Cricket
Insects,Cricket
Insects,Cricket
Insects,Cricket
Insects,Cricket
Insects,Beetle
Insects,Beetle
Insects,Beetle
Insects,Beetle
Insects,Beetle
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Fly
Insects,Flea
Insects,Flea
Insects,"Caterpillar, Canker"
Insects,"Caterpillar, Canker"
Insects,"Caterpillar, Canker"
Insects,"Caterpillar, Canker"
Insects,Grub
Insects,Grub
